aco_id,aco_name,aco_service_area,agreement_period_num,initial_start_date,current_start_date,re-entering_aco,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,adv_pay,aim,aip,snf_3-day_rule_waiver,prospective_assignment,retrospective_assignment,aco_address,aco_public_reporting_website,aco_exec_name,aco_exec_email,aco_exec_phone,aco_public_name,aco_public_email,aco_public_phone,aco_compliance_contact_name,aco_medical_director_name,lat,long
A3724,"CHSPSC ACO 14, LLC","MS, NC, TN, WV",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.appalachianphysicians.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Debra Sams",35.9516847,-86.8106578
A3692,"CHSPSC ACO 15, LLC","KY, TN",2,01/01/2018,01/01/2022,0,0,N/A,1,1,0,0,0,0,0,1,0,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.tennovacumberlandha.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","stephen white",35.9516847,-86.8106578
A3694,"CHSPSC ACO 17, LLC","NM, OK, TX",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.tx-ok-cha.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Sandra Ordonez-Sanchez",35.9516847,-86.8106578
A3664,"CHSPSC ACO 2, LLC",IN,2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.inphysiciansaco.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Vishal Bhatia",35.9516847,-86.8106578
A3698,"CHSPSC ACO 21, LLC","GA, IN, MI",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.alabamahealthqn.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Rebecca Byrd",35.9516847,-86.8106578
A3712,"CHSPSC ACO 6, LLC","AZ, FL, TX",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.communityhafrontier.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","George Osuchukwu",35.9516847,-86.8106578
A3714,"CHSPSC ACO 7, LLC","AR, MO, OK",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.communityha-ozarks.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Craig Levoy",35.9516847,-86.8106578
A3715,"CHSPSC ACO 8, LLC","AL, AK, FL, OK, TX",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",http://www.qhawest.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Michael Yim",35.9516847,-86.8106578
A2772,"Citrus ACO",FL,2,01/01/2016,07/01/2019,0,0,N/A,1,0,1,0,1,0,1,0,1,"1990 North Prospect Avenue, Lecanto, FL, 34461",http://www.citrusaco.com/public-reporting.html,"Derek Pauley",derek.pauley@citrusaco.com,"(195) 429-0891 x8","Derek Pauley",derek.pauley@citrusaco.com,"(195) 429-0891 x8","Carlene Wilson","Romulo Camogliano",28.8920969,-82.4702411
A3588,"Cleveland Clinic Florida Integrated Health",FL,2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,1,0,"PO Box 9010, 200 Hospital Ave, Stuart, FL, 34995",https://my.clevelandclinic.org/florida/patients/medicare-accountable-care-organization#aco-public-reporting-information-tab,"Marria Janjua",janjuam@ccf.org,"(954) 253-5569","Zachary Meverden",meverdz@ccf.org,"(513) 460-8172","Zachary Meverden","manjaree daw",27.1997661,-80.2424883
A2729,"Cleveland Clinic Medicare ACO, LLC",OH,3,01/01/2015,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"9500 Euclid Avenue, JJ19, Cleveland, OH, 44195",http://my.clevelandclinic.org/patients/information/aco#aco-public-reporting-information-tab,"Jessica Hohman",hohmanj@ccf.org,"(216) 339-6397","Scott Dynda",dyndas@ccf.org,"(216) 904-7945","Kenneth Braman","Jessica Hohman",41.5031012,-81.6197326
A2490,"CMG ACO, LLC","CT, NY",4,01/01/2015,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"950 N. Glebe Road, STE 700, Arlington, VA, 22203",http://www.communitymedgroup.org/mssp/,"Joseph Quaranta",jquaranta@nhcmg.org,"(203) 687-4422 x111","Jennifer Cammarano",jcammarano@nhcmg.org,"(203) 687-4422","Stephanie Carpenter","Joseph Quaranta",38.8814764,-77.116246
A1051,"Coastal Carolina Quality Care, Inc.",NC,3,04/01/2012,07/01/2019,0,0,N/A,1,0,1,1,0,0,0,1,0,"1020 Medical Park Avenue, New Bern, NC, 28562",www.ccqchealthcare.com,"Stephen Nuckolls",nuckolls@cchealthcare.com,"(252) 514-6685","Julianne Willis",jwillis@cchealthcare.com,N/A,"Julianne Willis","Eric Ringwalt",35.1055127,-77.0930665
A2684,"Coastal Plains Network, LLC",NC,3,01/01/2015,01/01/2022,0,1,B,0,0,1,0,0,0,0,1,0,"800 W.H. Smith Blvd, PO Box 6028, Greenville, NC, 27835",coastalplainsnetwork.com,"Pamela Cowin",pcowin@vidanthealth.com,"(252) 229-1318","Pamela Cowin",pcowin@vidanthealth.com,"(252) 229-1318","Carla McKeithan","Mott Blair",35.6024801,-77.4054209
A3591,"ColigoCare, LLC","NJ, NY",2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,1,0,"15 Essex Road, Suite 503, Paramus, NJ, 07652",www.coligocare.com/coligocare-aco,"Joseph Yallowitz",yalljo@valleyhealth.com,"(201) 447-8016","Robert Angner",rangner@valleyhealth.com,"(732) 735-7592","Robert Angner","Susan Volpicella-Levy",40.9313461,-74.0785702
A5483,"Collaborative ACO 30, LLC","AL, AZ, AR, CA, GA, GU, IL, IN, IA, MN, NJ, NM, NY, NC, ND, OH, WI, WY",2,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,1,0,1,"4055 Valley View Lane, Dallas, TX, 75244",https://www.signifyhealth.com/cms-reporting/collaborative-aco-30-llc,"Jerome Gronniger",tgronniger@signifyhealth.com,"(202) 906-0165","Kristine Miller",kmiller@signifyhealth.com,"(228) 224-3232","Tonya Gregory","Fredrick Wallisch",32.9261038,-96.8436563
A5362,"Colorado MSSP Enhanced",CO,1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/colorado-mssp-enhanced,"Wyatt Packer",wpacker@aledade.com,"(801) 309-4846","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Krista Ault",38.9836694,-77.0916103
A3318,"Community Care Collaborative of Pennsylvania and New Jersey LLC",PA,3,01/01/2017,01/01/2022,0,0,N/A,1,0,1,0,0,0,1,0,1,"667 Welsh Road, 2nd Floor, Huntingdon Valley, PA, 19006",http://communitycarecollaborative.org/what-is-an-accountable-care-organization-aco/aco-public-reporting.shtml,"Joseph Taylor",jtaylor4@holyredeemer.com,"(215) 938-4668","Samantha Owens",smccole@redeemerhealth.org,N/A,"Samantha Owens","Carl Rosenbaum",40.1206801,-75.0681883
A4723,"Community Care of Brooklyn IPA, Inc.",NY,1,07/01/2019,07/01/2019,0,1,B,0,1,0,0,0,0,0,0,1,"4802 10th Avenue, Brooklyn, NY, 11219",https://ccbrooklyn.my.salesforce.com/sfc/p/#1a000000azp2/a/1P000000lDYf/_t4yCLJ7CDiR1SYOWwGOzPOhK7s0JmeWkWYjZL1IWbI,"Kishor Malavade",klohor@gmail.com,"(718) 283-8547","Kishor Malavade",klohor@gmail.com,"(718) 283-8547","sandra maliszewski","Kishor Malavade",40.639262,-73.9981537
A2831,"Community Care Partnership of Maine, LLC",ME,2,01/01/2016,07/01/2019,0,1,B,0,1,0,0,0,0,0,0,1,"103 Maine Avenue, Bangor, ME, 04401",https://www.ccpmaine.org/medicare-shared-savings-program-mssp-public-reporting/,"Sandy Nesin",sandy.nesin@sjhhealth.com,"(207) 907-1811","Mary Butler",mbutler1@covh.org,"(207) 745-4637","Mary Butler","Timothy Clifford",44.8012227,-68.8077355
A3554,"Community Health Center Network Of Idaho, LLC","ID, OR, WA",2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,1,0,"1087 W. River Street Suite 160, Boise, ID, 83702",http://www.chcni.org/page/medicare-aco,"David Garrett",dgarrett@idahopca.org,"(208) 898-3828","David Garrett",dgarrett@idahopca.org,"(208) 898-3828","Lucas Malek","Andrew Baron",43.6113585,-116.211759
A3477,"Community Health Provider Alliance",CO,2,01/01/2017,01/01/2020,0,1,E,0,0,1,0,0,0,0,0,1,"600 Grant Street, Suite 800, Denver, CO, 80203",http://chpanetwork.com/aco-medicare/,"Ben Wiederholt",ben@chpanetwork.com,"(303) 956-9001","Brandi Apodaca",brandi@chpanetwork.com,"(303) 867-9548","Ben Wiederholt","Crystal Owens",39.7260704,-104.9832332
A3632,"Community Healthcare Partners ACO, Inc.","IL, IN",3,01/01/2018,01/01/2024,0,1,E,0,1,0,0,0,0,1,1,0,"905 Ridge Road, Munster, IN, 46321",www.comhs.org/chpaco,"Kevin Mybeck",kmybeck@comhs.org,"(219) 934-8260","Kevin Mybeck",kmybeck@comhs.org,"(219) 934-8260","Nancy Moser","Alan Kumar",41.56189,-87.5068297
A4984,"Concord Hospital ACO, LLC",NH,1,01/01/2022,01/01/2022,0,1,A,0,1,0,0,0,0,0,0,1,"250 Pleasant Street, Concord, NH, 03301",https://www.concordhospital.org/about-us/partners-affiliations/,"Betsey Rhynhart",brhynhar@crhc.org,"(603) 227-7000 x7267","Betsey Rhynhart",brhynhar@crhc.org,"(603) 227-7000","Jennifer Thompson","Michael McLeod",43.19842,-71.5622415
A3840,"Connected Care of Middle Tennessee, LLC",TN,2,01/01/2018,01/01/2022,0,1,E,0,1,0,0,0,0,1,0,1,"3401 West End Avenue, Suite 290, Nashville, TN, 37203",https://www.connectedaco.com/connected-care-of-middle-tennessee-public-reporting,"Cynthia Powell",cynthia.a.powell@vumc.org,"(615) 344-9551","Matt Duckworth",matt.duckworth@vhan.com,"(601) 606-4579","Kimberly Wilson","Cynthia Powell",36.1385799,-86.8189468
A3832,"Connected Care of West Tennessee, LLC","KY, MO, TN",2,01/01/2018,01/01/2022,0,1,D,0,0,1,0,0,0,1,1,0,"3401 West End Avenue, Suite 290, Nashville, TN, 37203",https://www.connectedaco.com/connected-care-of-west-tennessee-public-reporting,"Cynthia Powell",cynthia.a.powell@vumc.org,"(615) 344-9551","Matt Duckworth",matt.duckworth@vhan.com,"(601) 606-4579","Kimberly Wilson","Cynthia Powell",36.1385799,-86.8189468
A2506,"Cotton-O'Neil ACO llc",KS,3,01/01/2015,01/01/2022,0,1,E,0,1,0,0,0,0,1,1,0,"1500 SW 10th Ave, Topeka, KS, 66604",https://www.stormontvail.org/we-are-stormont/accountable-care-organization/aco-information/,"Todd Lutz",tolutz@stormontvail.org,"(785) 354-6000","Anita Fry",anifry@stormontvail.org,"(785) 354-5108","Jennifer Lamb","Michael Lexow",39.0526033,-95.6964703
A2021,"Covenant ACO, Inc.","NM, TX",3,01/01/2014,07/01/2019,0,1,E,0,0,1,0,0,0,1,1,0,"3615 19th St, Lubbock, TX, 79410",https://www.covenanthealthpartners.org/about-us/covenant-aco/,"Michael Robertson",ROBMID@covhs.org,"(806) 725-1107","Nathan Taylor",Nathan.Taylor@stjoe.org,"(806) 725-3296","Nathan Taylor","Michael Robertson",33.5771065,-101.8925584
A3696,"Crestwood Regional Healthcare Alliance","AL, TN",2,01/01/2018,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"4000 Meridian Blvd., Franklin, TN, 37067",https://www.crestwoodrha.com/,"James Horrar",Jim_Horrar@chs.net,"(615) 465-3279","Gary Albers",garyalbers@imperiumhealth.com,"(502) 386-4944","Brooke Carnathan","Jeffrey Garber",35.9516847,-86.8106578
A4711,"Crozer ACO","DE, PA",2,07/01/2019,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,0,1,"175 East Chester Turnpike, Suite 1101, Ridley Park, PA, 19078",https://www.crozerkeystone.org/about/crozer-aco/,"Stephen O'Dell",Steve.ODell@prospectmedical.com,"(310) 696-4749","Raghid Elazmeh",Raghid.Elazmeh@altahospitals.com,"(562) 242-7988","Jordan Hall","Joshua Pechar",39.8776026,-75.3200614
A1225,"Cumberland Center for Healthcare Innovation",TN,3,07/01/2012,07/01/2019,0,1,E,0,0,1,1,0,0,0,0,1,"260 W 5th Street, Cookeville, TN, 38501",https://cchi-tn.com/legal/,"Brent Staton MD",bstaton@cchi-tn.com,"(931) 400-0011","Amanda Randolph",amanda.randolph@cchi-tn.com,"(931) 400-0011","Brent Staton MD","Ty Webb MD",36.1700087,-85.5116945
A3599,CVACC,VA,2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,0,1,"1901 Tate Springs Road, Lynchburg, VA, 24501",www.centraalliance.com/aco-public-reporting,"Anhtai Nguyen",Anhtai.Nguyen@centrahealth.com,"(434) 200-4940","Doug Davenport",doug.davenport@centrahealth.com,"(434) 200-4708","Jeffery Wiggins","Anhtai Nguyen",37.4175742,-79.1710785
A5407,"CVS ACO","AZ, OH",2,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,1,1,0,"233 Spring Street, 12th Floor, New York, NY, 10013",cvsaco.com,"Mohamed Diab",diabm@cvshealth.com,"","Khue Nguyen",Knguyen@cvshealth.com,"(925) 464-0701","Kristen McKenna","Jonathan Rubens",40.7257355,-74.0048856
A5414,"Dartmouth Health Performance Network, LLC","NH, VT",1,01/01/2024,01/01/2024,0,1,A,0,1,0,0,0,0,0,1,0,"1 Medical Center Drive, Lebanon, NH, 03756",www.dartmouth-health.org,"Lynn Guillette",Lynn.M.Guillette@Hitchcock.org,"(603) 653-1260",N/A,N/A,N/A,"","",43.6760344,-72.2726469
A2557,"DE MSSP Enhanced","DE, MD",3,01/01/2015,07/01/2019,0,0,N/A,1,0,1,0,0,0,1,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/de-mssp,"Tyler Blanchard",tyler@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Manu Sehgal",38.9836694,-77.0916103
A2024,"Delaware Valley ACO","DE, PA",4,01/01/2014,01/01/2023,0,0,N/A,1,1,0,0,0,0,0,0,1,"240 North Radnor Chester Road, Suite 270, Radnor, PA, 19087",http://dvaco.org/public-reporting/,"Mark Angelo",AngeloMa@dvaco.org,"(610) 225-6233","Mark Angelo",AngeloMa@dvaco.org,"(610) 225-6233","Lauren Talley","Mark Angelo",40.0422054,-75.3628845
A4961,"Desert Mountain ACO, LLC.",NV,2,01/01/2022,01/01/2022,1,1,B,0,0,1,0,0,0,0,0,1,"2540 W Horizon Ridge Pkwy, Suite 300, Henderson, NV, 89052",https://www.desertmountainaco.com/,"Brigette Mang",bmang@dmmso.com,"(702) 830-3569","Brigette Mang",bmang@dmmso.com,"(702) 830-3569","Brigette Mang","Dana Forte",36.0062745,-115.0974271
A4824,"Dignity Health Care Network LLC",CA,1,01/01/2020,01/01/2020,0,1,B,0,0,1,0,0,0,0,1,0,"185 BERRY ST STE 300 LOBBY 2, SAN FRANCISCO, CA, 94107",https://dignityhealthcarenetwork.org/about-us/public-reporting/,"Rosa Vicente-Soito",Rosa.Soito@commonspirit.org,"(530) 276-1003","Rosa Vicente-Soito",Rosa.Soito@commonspirit.org,"(530) 276-1003","David Walsh","David Mescher",37.7765973,-122.3919488
A4949,"Doctors Connected",VA,2,01/01/2022,01/01/2022,1,0,N/A,1,1,0,0,0,0,1,1,0,"213 S Jefferson St.  Suite 1600, Roanoke, VA, 24011",https://www.doctorsconnected.org/leadership-and-organization,"Michael Jeremiah",mpjeremiah@carilionclinic.org,"(540) 521-6615","Donna Littlepage",dmlittlepage@carilionclinic.org,"(540) 581-0281","Shandin Eason","Michael Jeremiah",37.271646,-79.940868
A5245,"Doylestown Value Partners, LLC","NJ, PA",3,01/01/2023,01/01/2023,1,0,N/A,1,0,1,0,0,0,1,1,0,"300 Four Falls Corporate Center, Suite 260, West Conshohocken, PA, 19428",www.doylestownvaluepartners.com,"Michael Lachenmayer",mlachenmayer@tandigm.com,"(215) 568-4672","Seth Freedman",sfreedman@tandigm.com,"(215) 568-4638","Marianne Stahl","Nicole Geracimos",40.0681632,-75.3065123
A2419,"Duke Connected Care, LLC",NC,3,01/01/2014,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"3100 Tower Blvd, Suite 1100, Durham, NC, 27707",https://dukeconnectedcare.org/public-reporting,"John Yeatts",john.yeatts@duke.edu,"(919) 660-9355","John Yeatts",john.yeatts@duke.edu,"(919) 660-9355","Daniel Costello","John Yeatts",35.9716577,-78.9592719
A5375,"Eastside ACO, LLC",WA,1,01/01/2024,01/01/2024,0,1,A,0,1,0,0,0,0,0,0,1,"3025 112th Ave NE, Suite A-120, Bellevue, WA, 98004",https://www.eastsidehealthnetwork.com/eastside-aco/,"Alicia Quaco",AKQuaco@eastsidehealthnetwork.com,"(760) 519-1179","Alicia Quaco",AKQuaco@eastsidehealthnetwork.com,"(760) 519-1179","Heather Sellers","John Nelson",47.6376258,-122.1959373
A3053,"eBrightHealth ACO","DE, MD, NJ, PA",3,01/01/2016,01/01/2024,0,1,E,0,1,0,0,0,0,1,1,0,"4755 Ogletown-Stanton Rd, Newark, DE, 19718",https://ebrighthealthaco.org/about/,"Christine Donohue-Henry",Christine.donohuehenry@christianacare.org,"(302) 750-0193","Karen Browne",Karen.Y.Browne@ChristianaCare.org,"(302) 327-3300","Erin Witkosky","Rose Kakoza",39.6861849,-75.6718554
A3671,"Einstein Care Partners, LLC","NJ, PA",4,01/01/2018,01/01/2024,0,1,E,0,0,1,0,0,0,0,0,1,"1101 Market Street, 21st Floor, Philadelphia, PA, 19107",https://www.jeffersonhealth.org/about-us/einstein-care-partners/medicare,"Jason Aronovitz",aronovij@einstein.edu,"(215) 867-8814","Amy Clark",amy.clark@jefferson.edu,"(215) 955-1613","Amy Clark","Rupa Natarajan",39.9521671,-75.1584143
A5191,"ELEHEALTH MEDICARE ACO LLC",LA,1,01/01/2023,01/01/2023,0,1,A,0,0,1,0,0,0,0,0,1,"5525 Reitz Ave., Baton Rouge, LA, 70809",https://elehealth.com/public-reporting/,"Sabrina Hogan",sabrina.hogan@bcbsla.com,"(318) 366-9350","Leah Shackleton",leah.shackleton@elehealth.com,"(508) 934-6315","Mary Saporito","Steven McMahan",30.3951046,-91.0786987
A5069,"Elite Patient Care, LLC","KS, MA, MI, MO, NV, NY, NC, SC, TN, TX",2,01/01/2022,01/01/2023,0,0,N/A,1,0,1,0,0,0,1,0,1,"3901A Spicewood Springs Road, Suite 201, Austin, TX, 78759",https://epcaco.com,"Nathan Aumock",nate.aumock@curanahealth.com,"(310) 966-7276","Michael Emery",michael83emery@gmail.com,"(512) 788-7362","Valorie Bouyer","Paula Requeijo",30.3657973,-97.7505835
A5203,"Emergent ACO 23.1, LLC","NE, NC, TN",1,01/01/2023,01/01/2023,1,1,E,0,0,1,0,0,0,0,0,1,"2323 N. John B. Dennis Hwy, Kingsport, TN, 37660",https://www.emergentaco23.com/public-reporting/,"Scott Fowler",scott.fowler@myhmg.com,"(423) 857-2091","Samantha Sizemore",samantha.sizemore@myhmg.com,"(423) 392-7230","Cheryl Stanski","Shelton Hager",36.5523394,-82.5088587
A5378,"Emergent ACO 24.1, LLC","GA, NM, TN",1,01/01/2024,01/01/2024,1,1,E,0,0,1,0,0,0,0,0,1,"2323 N. John B. Dennis Hwy, Kingsport, TN, 37660",https://emergentaco24.com/public-reporting/,"Scott Fowler",scott.fowler@myhmg.com,"(423) 857-2091","Samantha Sizemore",samantha.sizemore@myhmg.com,"(423) 392-7230","Cheryl Stanski","Shelton Hager",36.5523394,-82.5088587
A4556,"Emergent ACO, LLC","NE, NC, TN, VA",1,07/01/2019,07/01/2019,0,1,E,0,0,1,0,0,0,0,0,1,"2323 N. John B. Dennis Hwy, Kingsport, TN, 37660",https://emergentaco.com/public-reporting/,"Scott Fowler",scott.fowler@myhmg.com,"(423) 857-2091","Samantha Sizemore",samantha.sizemore@myhmg.com,"(423) 392-7230","Cheryl Stanski","Shelton Hager",36.5523394,-82.5088587
A4771,"Emory Healthcare Network Advantage","AL, GA",1,01/01/2020,01/01/2020,0,1,A,0,1,0,0,0,0,0,1,0,"2201 Henderson Mill Road, Suite 160, Atlanta, GA, 30345",https://www.emoryhealthcare.org/centers-programs/network-advantage/index.html,"S Patrick Hammond",Patrick.Hammond@emoryhealthcare.org,"(404) 778-5160","Susan Helton",Susan.Helton@emoryhealthcare.org,"(404) 778-7598","Darcelle Skeete Burgess","Daniel Salinas",33.8515507,-84.2577581
A3266,"Empire ACO LLC",NY,2,01/01/2017,01/01/2020,0,1,B,0,0,1,0,0,0,0,0,1,"1545 Atlantic Avenue, Brooklyn, NY, 11213",http://users.neo.registeredsite.com/3/5/8/12566853/assets/PY2023_Public_Reporting_Empire_ACO.pdf,"Davendra Srivastava",dev1215@yahoo.com,"(516) 698-1260","ABIOLA FAMILUSI",AFAMILUSI@EMPIREACO.COM,"(347) 256-1956","David Klebonis","Vaijinath Chakote",40.6783744,-73.9374075
A5392,"Envoy Integrated Health ACO, LLC",AK,1,01/01/2024,01/01/2024,0,1,A,0,1,0,0,0,0,0,0,1,"3841 Piper T100, Anchorage, AK, 99508",www.envoyintegrated.com/aco/public-reporting,"Gene Quinn",gquinn@alaskaheart.com,"(907) 346-7678","Gene Quinn",gquinn@alaskaheart.com,"(907) 346-7678","Gene Quinn","Gene Quinn",61.1862832,-149.8215098
A1066,"Essentia Health","MN, ND, WI",3,07/01/2012,07/01/2019,0,0,N/A,1,1,0,0,0,0,1,1,0,"502 E Second Street, Duluth, MN, 55805",http://www.essentiahealth.org/main/aco.aspx,"David Herman",david.herman@essentiahealth.org,"(218) 786-3162","Jessica Martensen",Jessica.Martensen@EssentiaHealth.org,"(218) 786-6611","Leah Schroeder","Sarah Nelson",46.7927519,-92.0935447
A4707,"Essential Health Partners ACO, LLC",IL,4,07/01/2019,01/01/2022,1,0,N/A,1,0,1,0,0,0,1,0,1,"814 Commerce Drive, Suite 350, Oak Brook, IL, 60523",https://innovistaportal.com/EHPACO,"Monika Dimitrova",MDimitrova@innovista-health.com,"(312) 560-2334","Monika Dimitrova",MDimitrova@innovista-health.com,"(312) 560-2334","Monika Dimitrova","Joseph Hindo",41.8514576,-87.9406799
A5249,"FACS MEDICARE ACO, LLC",FL,1,01/01/2023,01/01/2023,0,0,N/A,1,0,1,0,0,0,0,1,0,"483 N. Semoran Blvd., Suite 204, Winter Park, FL, 32792",https://floridaaco.com/public-reporting-data/,"Vikram Saini",vsaini@floridaaco.com,"(407) 960-5457","Vikram Saini",vsaini@floridaaco.com,"(407) 960-5457","Jessica Ramos","William Silverman",28.6036053,-81.3056106
A3770,"Family Choice ACO, LLC",CA,2,01/01/2018,01/01/2022,0,0,N/A,1,0,1,0,0,0,1,1,0,"7631 Wyoming Street, Suite 201, Westminster, CA, 92683",https://familychoice.com/aco/,"Toan Tran",ttran@familychoice.com,"(714) 898-0765","Toan Tran",ttran@familychoice.com,"(714) 898-0765","Barry Luong","Toan Tran",33.7617903,-117.996165
A5473,"Family Health ACO LLC","CT, NY",4,01/01/2024,01/01/2024,1,1,E,0,0,1,0,0,0,0,0,1,"2006 Madison Ave, NY, NY, 10035",https://www.familyhealthaco.org/,"Meghann Hardesty",mhardesty@sunriver.org,"(845) 891-5663","Kate Fahy",KFahy@institute.org,"(646) 382-5524","Lauren Jutchenko","AMANDA ASCHER",40.8075979,-73.9396101
A2083,"First Coast Health Alliance, LLC",FL,3,01/01/2014,01/01/2020,0,1,B,0,1,0,0,0,0,0,0,1,"400 Health Park Boulevard, St.Augustine, FL, 32086",http://www.firstcoasthealthalliance.com/Our-ACO.aspx,"Ferris George",ferris.george@flaglerhospital.org,"(904) 484-4220","Erin Wallner",Erin.Wallner@FlaglerHealth.org,"(904) 819-4984","Kelly Jenkins","suhas neerukonda",29.8630529,-81.3171898
A4764,"Five Star ACO, LLC","FL, MI, TN",2,01/01/2020,01/01/2023,0,0,N/A,1,0,1,0,0,0,0,0,1,"601 S Harbour Island Blvd, Suite 200, Tampa, FL, 33602",https://fivestaraco.com/public-reporting/,"Inna Karyeva",ikaryeva@phypartners.com,"(646) 266-7342","Inna Karyeva",ikaryeva@phypartners.com,"(646) 266-7342","Sriram Sundaramoorthy","Eric Haas",27.9387237,-82.4548811
A5357,"FL GA MSSP Enhanced","FL, GA",1,01/01/2024,01/01/2024,0,0,N/A,1,1,0,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/fl-ga-mssp-enhanced,"Andrew Chang",achang@aledade.com,"(321) 749-5657","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Maureen Padden",38.9836694,-77.0916103
A2909,"FL MSSP Enhanced",FL,3,01/01/2016,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/fl-mssp,"Andrew Chang",achang@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","John Cappleman",38.9836694,-77.0916103
A1131,"Florida Medical Clinic ACO, LLC",FL,4,07/01/2012,01/01/2024,0,0,N/A,1,0,1,0,0,0,1,0,1,"38135 Market Square, Zephyrhills, FL, 33542",https://www.floridamedicalclinic.com/fmc-aco/,"Joe Delatorre",jdelatorre@floridamedicalclinic.com,"(813) 712-1741","Leigh Walker",lwalker@floridamedicalclinic.com,"(813) 733-4877 x45049","Eddine Luma","Chandresh Saraiya",28.2543397,-82.1854686
A2550,"Franciscan ACO, Inc.","IL, IN",3,01/01/2015,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"700 E Southport Rd., Indianapolis, IN, 46227",https://www.franciscanhealth.org/about/accountable-care-organization/franciscan-aco-inc,"Stacey Leva",stacey.leva@franciscanalliance.org,"(708) 372-0099","Theresa McClain",theresa.mcclain2@franciscanalliance.org,"(317) 782-8031","Joy Heim","Anthony Akosa",39.6648906,-86.1454187
A4701,"Freedom Healthcare Alliance, LLC",SC,4,07/01/2019,01/01/2024,1,0,N/A,1,0,1,0,0,0,1,0,1,"8761 Dorchester Road, Suite 230, North Charleston, SC, 29420",freedomhealthcarealliance.com/public-reporting,"Lissa Lara",lissalara@qualityhealthcaredevelopment.com,"(843) 412-1590","John Park",jpark@qhd-sc.com,"(617) 835-0592","John Park","Hugh Durrence",32.9245616,-80.1257488
